-5.087008265088823790e-03,-9.462674371468167145e-01,-6.185885814377933053e-04,-1.196068707776883899e+00
-4.351757263409508115e-04,-1.011889100254140361e+00,-5.196819502516742502e-04,-1.857251018037631846e-02
-3.206217650578381453e-04,-1.037466685127408805e+00,-7.270857241012654206e-04,-5.275046517062263046e-03
-7.934776420767358611e-04,-1.039771086133017164e+00,-5.244175804883163816e-03,-4.874881141073628653e-03
-1.279212066980662935e-04,-1.042446574010083893e+00,-3.553726095976104666e-04,-5.486843830098405740e-03
-4.417678376416130751e-06,-1.031534131920983421e+00,-4.101503245924620344e-04,-1.410246250321898001e-02
-9.244982250837337125e-04,-1.040302976677846658e+00,-1.112348202750248647e-03,-3.425917787734439335e-02
-1.250343627033261365e-04,-9.460841553900861678e-01,-3.682718059249496800e-01,-1.250660997985639789e-01
-7.246482145682262422e-05,-1.037463386214762862e+00,-4.383877567654247825e-04,-4.549325341753918117e-02
-3.705363833095132848e-05,-9.459051881493815150e-01,-6.007827723841471790e-02,-1.304464345191414161e-04
6.094838283165083387e-05,-1.031574521561144486e+00,-1.291046532414243889e-03,-9.890928660770097604e-06
-9.162376578671520196e-07,-1.037466745728775175e+00,-8.915066376340499699e-02,-2.832074775620019302e-01
-1.735798826618928348e-04,-7.273768690573481077e-01,-4.006409276593770885e-01,-9.380213701896697454e-02
-1.262875977540803838e-04,-1.039171574515538543e+00,-7.485726098021524763e-03,-2.376192438585096600e-02
-2.130791540211750837e-06,-1.009245344669383426e+00,-8.140163954977769345e-03,-6.174721884128188398e-03
-7.740666631968722141e-05,-1.039772284803758495e+00,-9.577965510286068351e-02,-5.719759436393596214e-03
1.260777651237828252e-05,-1.011752064533045559e+00,-5.522487233077600158e-03,-3.375182634701499179e-02
-1.292981523504367852e-04,-1.031558793587356693e+00,-2.198664442660796733e-02,-1.256458522828092506e-02
5.652968712115953413e-04,-1.011651690965544415e+00,-3.145637824487174661e-01,-2.754876716169385367e-04
4.256400720211929618e-04,-1.095203353434285320e+00,-1.678512139002782955e-02,-6.000024960115858414e-05
-2.270937021243818466e-02,2.353898724724855750e-03,-5.910156303833166702e-02,-4.636374415717540165e-01
-2.637572344266828628e-01,-1.011769986035461422e+00,-7.261517475155137014e-01,1.682353243305374692e-03
-5.775694661323087058e-03,-2.042650407196365536e-01,-3.844007173745071261e-03,-1.221697892675176034e+00
-2.329282811475491061e-05,-2.658783245331444722e-01,-1.102285028876955726e-04,-3.441284437454968925e-01
-3.976591806048623053e-05,-8.677328721970498093e-02,-1.530548378989462328e-05,-1.677837398932623971e-04
-9.119242457647064835e-04,-1.207273143668802923e-02,-1.335488204668387758e-05,-8.091960396554372104e-02
-9.366322423715088221e-06,-9.917371781376911437e-04,-8.760381722402106437e-06,-7.454545259870363864e-03
-2.791940904304443934e-05,-9.236262598718883790e-03,-1.533268294926584685e-04,-4.745861790394377208e-04
-3.260500395979739176e-04,-1.464076809631919933e-02,-1.146685593055819016e-03,-7.069349204207828422e-06
-5.448911120606078477e-05,-2.525007852973842337e-01,-1.055985491039212066e-03,-8.916101355461523016e-05
-6.276227781972426034e-07,-2.844702966376029818e-01,-2.989367439079789173e-05,-5.490064178875562594e-04
-1.254552087488791214e-05,-1.736122367567622272e-03,-8.660899525634696257e-05,-1.834820880708540412e-03
-1.012551143461817664e-04,-6.603832818301059310e-03,-1.321289788488949439e-05,-6.382653080236260303e-05
3.023052462258044821e-06,-9.033781831448178812e-02,1.056055089404271218e-06,-3.114247342102139261e-04
2.812519903878855611e-06,-3.763172195758568428e-02,1.410959001282607625e-06,-1.127958108581240398e-05
-1.815561935034435282e-04,-8.445300095139726682e-02,-2.290558148557788080e-05,-3.502012177710492336e-02
1.351922325035842320e-06,-2.359878482770324387e-02,-3.506806472284592843e-03,-7.426859524848589242e-05
3.509419398675125150e-06,-2.684290611223236200e-02,-1.429024741273199166e-02,-6.644811690934588223e-04
1.529923090230864320e-04,-9.536446541351761841e-02,-1.444012105362017556e-05,-1.821754591612699883e-03
-7.616971508545109393e-05,-2.368383098381457441e-02,-4.437405461898395352e-04,-1.703304600333660490e-03
1.413045424467154493e-03,-6.152206416942146427e-02,-5.919166820150493103e-04,-3.480380406606896088e-04
2.084446936193931485e-05,-6.036189090690474712e-02,-5.647046698207586896e-02,-1.721353043678844341e-02
-5.901652820604928263e-04,-1.293520898629965665e-01,-6.063756540019599184e-02,-1.636066573725062506e-02
3.637212663583033159e-04,-7.813737281247129518e-02,-1.011728382359805778e+00,2.469154205502046900e-05
-2.439156669508308652e-04,-1.151906826968232024e-02,-8.036815176415944024e-05,-7.269185643241907746e-01
-2.698669389804170451e-06,-1.704045699145393522e-05,-3.122785769705607592e-05,-1.340916101519682574e-04
-2.462082740577801503e-05,-9.577936648958998358e-05,-1.979390802819311443e-04,-2.217064280868297392e-05
-2.950187421050489751e-05,-3.720116446527458112e-03,-6.062935407457730732e-05,-2.244270201904621337e-05
-1.705569151336058282e-05,-2.521305138674228077e-03,-2.110003029304044269e-04,-1.438232588816795332e-05
-6.975237954370480664e-04,-8.558718609242163761e-04,-7.919664501879873726e-06,-5.143628752758730061e-06
-2.859143963930953908e-04,-4.035271226882691450e-04,-1.768592518623716926e-05,-3.750531800414352503e-06
-1.323065129692108273e-02,-1.341773413489834484e-04,-3.341339582429265435e-05,-5.594076387461808858e-04
-2.920653150510400808e-07,-3.535670459274939566e-04,-2.391568520796943578e-05,-1.719202299324746382e-05
-1.185591535745972361e-07,-1.244228786314126137e-05,-4.372758278505659886e-05,-2.825019174784227684e-04
1.038021843609509863e-06,-2.423817550304958879e-02,-3.534522236901738973e-06,-3.356692154114620182e-06
2.202689486370943972e-07,-5.325794876964156798e-05,-8.371102816785398000e-06,-1.869774073052948501e-03
5.335761861388260683e-06,-1.998887455140709914e-06,-7.821819543510215875e-06,4.562162148918390007e-07
1.886797575480758107e-05,-8.616089848489537264e-04,-4.791082512446508514e-05,1.165908172633926368e-09
2.335206335640661060e-05,-1.932614753181367432e-05,-4.523707599192661926e-05,1.968124720486893748e-06
1.076216394671649349e-04,-7.834229892315158761e-02,3.230662914705167488e-05,-2.070498065633360064e-05
3.870555775787963950e-04,-2.146112409983694930e-03,1.607043714890286240e-04,5.580352787482258965e-06
4.618738625034506193e-04,-3.649285463618056648e-03,7.155753338068350164e-04,1.292296786104705773e-05
1.325652025480799625e-03,-4.844924295560077299e-04,3.044402565670645017e-06,2.324220142231698204e-04
1.445471264590054115e-03,-4.257250260895761342e-03,-2.157040947784372165e-02,4.669840997473256742e-05
-1.937035844996166066e-04,-6.675176531956471607e-04,-6.285401772703411161e-02,-2.139439789247998044e-04
-2.528495865311152987e-03,-2.198642108194003714e-02,-9.463096526765795158e-01,-8.000903365458154589e-04
-3.094543042493557664e-04,-1.727876788971805357e-04,-6.118137870951473665e-07,-1.039236053960691297e+00
-1.065954931238751943e-04,-5.321626086958944612e-05,-9.742379148371626657e-06,-2.905660836632444899e-01
-1.339163282761115248e-05,-3.027124937846452572e-05,-1.991814979560277248e-03,-1.134309837416617696e-04
-5.556413766387495413e-05,-2.328236049069943008e-03,-1.713008062611941099e-04,-3.115963231174058272e-05
-1.002115524683666817e-05,-6.242616898699860392e-06,-1.727382362335772676e-04,-1.820035673442250111e-04
-2.559985978785334223e-04,-3.963433820974878287e-04,-2.373432720249670533e-05,-6.366115905655125428e-05
-4.011523656259792514e-05,-7.220105757264158217e-05,-2.487366196979090343e-04,-2.371627338895442727e-06
-4.699054664836098752e-03,-8.746285264374558315e-06,-2.385377644891102916e-04,-1.761290130733384124e-04
-5.868855303680636296e-07,-3.328150125896024605e-04,-2.482509410611476717e-05,-2.421277043040692863e-03
-1.527873035014735389e-07,-5.198827497272110392e-06,-4.129651880423944617e-06,-4.279398652955787569e-06
1.439166788863425084e-06,-5.601878465493830787e-04,-1.139783819249464607e-05,-8.399752293709638358e-07
5.771154870409746990e-06,-2.602382575690167718e-05,5.090123936810570917e-06,-1.176137805541953825e-05
1.745843693402941485e-05,1.935639185699315796e-06,-1.506927878808123089e-04,-5.049099236743319536e-06
2.853134249891166972e-05,-1.122764129145284364e-04,3.704927758280154951e-05,1.762950166414539367e-06
2.176293205532052900e-04,-7.591330073712787151e-05,1.764097507900744093e-04,1.081928156611571841e-05
5.455118215819279668e-04,2.379392332156145616e-06,5.280553746824524211e-04,6.304251385689731049e-05
1.059781076428409265e-03,-1.171273631710049523e-04,7.878642251916826746e-04,1.005288415315936333e-04
1.712917949621681635e-03,2.650587418304932289e-04,6.177465531331847266e-04,1.964356599715553640e-04
6.059361904378148846e-04,1.375297192859890535e-03,1.631578085789485173e-04,1.615596479985960659e-03
4.609338051020054651e-03,-2.242250085057045250e-05,-5.657963291983370696e-02,3.010288129196747337e-03
-2.744047080040890908e-03,2.853569770823596386e-04,-6.638291000837390210e-02,-1.726722334760884953e-05
-2.312753222762499450e-02,-1.898709133945288181e-03,-9.458728952967743187e-01,-6.981914195605444257e-04
